Folder, Filename, Result, ExitCode, minimizeTime, lydiaPreprocessTime, Time, Memory, lastSearchedDfaSz, subAfNum, checkAllRealTime, checkAllRealRes, dfaCombRes
GFand, gfand01, Unrealizable, 0, 0.000, 0.067, 0.071, 0.256, 1, byPreprocess, no_output, no_output, no_output
GFand, gfand02, Unrealizable, 0, 0.000, 0.068, 0.072, 0.256, 1, byPreprocess, no_output, no_output, no_output
GFand, gfand03, Unrealizable, 0, 0.000, 0.067, 0.072, 0.256, 1, byPreprocess, no_output, no_output, no_output
GFand, gfand04, Unrealizable, 0, 0.000, 0.065, 0.070, 0.256, 1, byPreprocess, no_output, no_output, no_output
GFand, gfand05, Unrealizable, 0, 0.000, 0.069, 0.073, 0.256, 1, byPreprocess, no_output, no_output, no_output
GFand, gfand06, Unrealizable, 0, 0.000, 0.067, 0.072, 0.256, 1, byPreprocess, no_output, no_output, no_output
GFand, gfand07, Unrealizable, 0, 0.000, 0.068, 0.073, 0.256, 1, byPreprocess, no_output, no_output, no_output
GFand, gfand08, Unrealizable, 0, 0.000, 0.068, 0.073, 0.256, 1, byPreprocess, no_output, no_output, no_output
GFand, gfand09, Unrealizable, 0, 0.000, 0.069, 0.074, 0.256, 1, byPreprocess, no_output, no_output, no_output
GFand, gfand10, Unrealizable, 0, 0.000, 0.069, 0.073, 0.256, 1, byPreprocess, no_output, no_output, no_output
GFand, gfand11, Unrealizable, 0, 0.000, 0.071, 0.075, 0.256, 1, byPreprocess, no_output, no_output, no_output
GFand, gfand12, Unrealizable, 0, 0.000, 0.073, 0.077, 0.256, 1, byPreprocess, no_output, no_output, no_output
GFand, gfand13, Unrealizable, 0, 0.000, 0.065, 0.070, 0.256, 1, byPreprocess, no_output, no_output, no_output
GFand, gfand14, Unrealizable, 0, 0.000, 0.070, 0.074, 0.256, 1, byPreprocess, no_output, no_output, no_output
GFand, gfand15, Unrealizable, 0, 0.000, 0.072, 0.077, 0.256, 1, byPreprocess, no_output, no_output, no_output
GFand, gfand16, Unrealizable, 0, 0.000, 0.068, 0.072, 0.256, 1, byPreprocess, no_output, no_output, no_output
GFand, gfand17, Unrealizable, 0, 0.000, 0.069, 0.074, 0.256, 1, byPreprocess, no_output, no_output, no_output
GFand, gfand18, Unrealizable, 0, 0.000, 0.069, 0.073, 0.256, 1, byPreprocess, no_output, no_output, no_output
GFand, gfand19, Unrealizable, 0, 0.000, 0.069, 0.074, 0.256, 1, byPreprocess, no_output, no_output, no_output
GFand, gfand20, Unrealizable, 0, 0.000, 0.070, 0.074, 0.256, 1, byPreprocess, no_output, no_output, no_output
Uright, uright01, Unrealizable, 0, 0.000, 0.073, 0.078, 0.256, 1, byPreprocess, no_output, no_output, no_output
Uright, uright02, Realizable, 0, 0.000, 0.025, 0.030, 0.256, 1, byPreprocess, no_output, no_output, no_output
Uright, uright03, Realizable, 0, 0.000, 0.026, 0.030, 0.256, 1, byPreprocess, no_output, no_output, no_output
Uright, uright04, Realizable, 0, 0.000, 0.025, 0.029, 0.256, 1, byPreprocess, no_output, no_output, no_output
Uright, uright05, Realizable, 0, 0.000, 0.023, 0.028, 0.256, 1, byPreprocess, no_output, no_output, no_output
Uright, uright06, Realizable, 0, 0.000, 0.025, 0.029, 0.256, 1, byPreprocess, no_output, no_output, no_output
Uright, uright07, Realizable, 0, 0.000, 0.025, 0.030, 0.256, 1, byPreprocess, no_output, no_output, no_output
Uright, uright08, Realizable, 0, 0.000, 0.025, 0.029, 0.256, 1, byPreprocess, no_output, no_output, no_output
Uright, uright09, Realizable, 0, 0.000, 0.025, 0.030, 0.256, 1, byPreprocess, no_output, no_output, no_output
Uright, uright10, Realizable, 0, 0.000, 0.024, 0.029, 0.256, 1, byPreprocess, no_output, no_output, no_output
Uright, uright11, Realizable, 0, 0.000, 0.025, 0.030, 0.256, 1, byPreprocess, no_output, no_output, no_output
Uright, uright12, Realizable, 0, 0.000, 0.025, 0.029, 0.256, 1, byPreprocess, no_output, no_output, no_output
Uright, uright13, Realizable, 0, 0.000, 0.024, 0.028, 0.256, 1, byPreprocess, no_output, no_output, no_output
Uright, uright14, Realizable, 0, 0.000, 0.025, 0.030, 0.256, 1, byPreprocess, no_output, no_output, no_output
Uright, uright15, Realizable, 0, 0.000, 0.025, 0.028, 0.256, 1, byPreprocess, no_output, no_output, no_output
Uright, uright16, Realizable, 0, 0.000, 0.024, 0.028, 0.256, 1, byPreprocess, no_output, no_output, no_output
Uright, uright17, Realizable, 0, 0.000, 0.023, 0.028, 0.256, 1, byPreprocess, no_output, no_output, no_output
Uright, uright18, Realizable, 0, 0.000, 0.025, 0.029, 0.256, 1, byPreprocess, no_output, no_output, no_output
Uright, uright19, Realizable, 0, 0.000, 0.024, 0.029, 0.256, 1, byPreprocess, no_output, no_output, no_output
Uright, uright20, Realizable, 0, 0.000, 0.025, 0.029, 0.256, 1, byPreprocess, no_output, no_output, no_output
syft_1, 001, Realizable, 0, 0.000, 0.163, 0.233, 0.256, 1, byPreprocess, no_output, no_output, no_output
syft_1, 002, Realizable, 0, 0.000, 0.023, 0.027, 0.256, 1, byPreprocess, no_output, no_output, no_output
syft_1, 003, Unrealizable, 0, 0.000, 0.078, 0.093, 0.299, 1, 15, 0.042, unrealAt_subAf_1, no_output
syft_1, 004, Realizable, 0, 0.000, 0.025, 0.030, 0.256, 1, byPreprocess, no_output, no_output, no_output
syft_1, 005, Unrealizable, 0, 0.000, 0.160, 0.177, 0.300, 1, 20, 0.075, unrealAt_subAf_2, no_output
syft_1, 006, Realizable, 0, 0.000, 0.027, 0.031, 0.256, 1, byPreprocess, no_output, no_output, no_output
syft_1, 007, Realizable, 0, 0.000, 0.025, 0.030, 0.256, 1, byPreprocess, no_output, no_output, no_output
syft_1, 008, Realizable, 0, 0.000, 0.023, 0.028, 0.256, 1, byPreprocess, no_output, no_output, no_output
syft_1, 009, Realizable, 0, 0.000, 0.026, 0.030, 0.256, 1, byPreprocess, no_output, no_output, no_output
syft_1, 010, Realizable, 0, 0.000, 0.027, 0.032, 0.256, 1, byPreprocess, no_output, no_output, no_output
syft_1, 011, Unrealizable, 0, 0.000, 0.144, 0.161, 0.300, 1, 16, 0.077, unrealAt_subAf_2, no_output
syft_1, 012, Realizable, 0, 0.000, 0.028, 0.032, 0.256, 1, byPreprocess, no_output, no_output, no_output
syft_1, 013, Realizable, 0, 0.000, 0.023, 0.028, 0.256, 1, byPreprocess, no_output, no_output, no_output
syft_1, 014, Unrealizable, 0, 0.000, 0.142, 0.158, 0.300, 1, 15, 0.078, unrealAt_subAf_2, no_output
syft_1, 015, Unrealizable, 0, 0.000, 0.250, 0.294, 0.368, 1, 14, 0.212, unrealAt_subAf_7, no_output
syft_1, 016, Unrealizable, 0, 0.000, 0.082, 0.094, 0.299, 1, 19, 0.041, unrealAt_subAf_1, no_output
syft_1, 017, Unrealizable, 0, 0.000, 0.244, 0.284, 0.368, 1, 13, 0.203, unrealAt_subAf_7, no_output
syft_1, 018, Unrealizable, 0, 0.000, 0.111, 0.124, 0.300, 1, 17, 0.043, unrealAt_subAf_1, no_output
syft_1, 019, Realizable, 0, 0.000, 0.023, 0.028, 0.256, 1, byPreprocess, no_output, no_output, no_output
syft_1, 020, Unrealizable, 0, 0.000, 0.137, 0.152, 0.300, 1, 16, 0.072, unrealAt_subAf_2, no_output
syft_1, 021, Realizable, 0, 0.000, 0.025, 0.030, 0.256, 1, byPreprocess, no_output, no_output, no_output
syft_1, 022, Realizable, 0, 0.000, 0.024, 0.028, 0.256, 1, byPreprocess, no_output, no_output, no_output
syft_1, 023, Unrealizable, 0, 0.000, 0.081, 0.094, 0.299, 1, 17, 0.041, unrealAt_subAf_1, no_output
syft_1, 024, Unrealizable, 0, 0.000, 0.346, 0.383, 0.301, 3, 1, no_output, no_output, no_output
syft_1, 025, Unrealizable, 0, 0.000, 0.119, 0.249, 0.302, 3, 1, no_output, no_output, no_output
syft_1, 026, Realizable, 0, 0.000, 0.033, 0.038, 0.256, 1, byPreprocess, no_output, no_output, no_output
syft_1, 027, Unrealizable, 0, 0.000, 0.122, 0.168, 0.301, 3, 1, no_output, no_output, no_output
syft_1, 028, Unrealizable, 0, 0.000, 0.133, 0.148, 0.300, 1, 11, 0.073, unrealAt_subAf_2, no_output
syft_1, 029, Realizable, 0, 0.000, 0.028, 0.033, 0.256, 1, byPreprocess, no_output, no_output, no_output
syft_1, 030, Realizable, 0, 0.000, 0.026, 0.031, 0.256, 1, byPreprocess, no_output, no_output, no_output
syft_1, 031, Unrealizable, 0, 0.000, 0.114, 0.126, 0.300, 1, 17, 0.042, unrealAt_subAf_1, no_output
syft_1, 032, Realizable, 0, 0.000, 0.027, 0.032, 0.256, 1, byPreprocess, no_output, no_output, no_output
syft_1, 033, Realizable, 0, 0.000, 0.027, 0.032, 0.256, 1, byPreprocess, no_output, no_output, no_output
syft_1, 034, Unrealizable, 0, 0.000, 0.139, 0.156, 0.300, 1, 12, 0.074, unrealAt_subAf_2, no_output
syft_1, 035, Realizable, 0, 0.000, 0.029, 0.034, 0.256, 1, byPreprocess, no_output, no_output, no_output
syft_1, 036, Unrealizable, 0, 0.000, 0.116, 0.129, 0.300, 1, 19, 0.044, unrealAt_subAf_1, no_output
syft_1, 037, Realizable, 0, 0.000, 0.028, 0.033, 0.256, 1, byPreprocess, no_output, no_output, no_output
syft_1, 038, Realizable, 0, 0.000, 0.029, 0.034, 0.256, 1, byPreprocess, no_output, no_output, no_output
syft_1, 039, Unrealizable, 0, 0.000, 0.083, 0.096, 0.299, 1, 17, 0.041, unrealAt_subAf_1, no_output
syft_1, 040, Realizable, 0, 0.000, 0.026, 0.030, 0.256, 1, byPreprocess, no_output, no_output, no_output
syft_1, 041, Unrealizable, 0, 0.000, 0.124, 0.169, 0.301, 3, 1, no_output, no_output, no_output
syft_1, 042, Realizable, 0, 0.000, 0.025, 0.030, 0.256, 1, byPreprocess, no_output, no_output, no_output
syft_1, 043, Unrealizable, 0, 0.000, 0.143, 0.160, 0.300, 1, 15, 0.077, unrealAt_subAf_2, no_output
syft_1, 044, Realizable, 0, 0.000, 0.028, 0.033, 0.256, 1, byPreprocess, no_output, no_output, no_output
syft_1, 045, Realizable, 0, 0.000, 0.024, 0.029, 0.256, 1, byPreprocess, no_output, no_output, no_output
syft_1, 046, Realizable, 0, 0.000, 0.028, 0.033, 0.256, 1, byPreprocess, no_output, no_output, no_output
syft_1, 047, Realizable, 0, 0.000, 0.025, 0.030, 0.256, 1, byPreprocess, no_output, no_output, no_output
syft_1, 048, Realizable, 0, 0.000, 0.026, 0.031, 0.256, 1, byPreprocess, no_output, no_output, no_output
syft_1, 049, Unrealizable, 0, 0.000, 0.120, 0.159, 0.301, 3, 1, no_output, no_output, no_output
syft_1, 050, Realizable, 0, 0.000, 0.027, 0.032, 0.256, 1, byPreprocess, no_output, no_output, no_output
syft_1, 051, Realizable, 0, 0.000, 0.025, 0.030, 0.256, 1, byPreprocess, no_output, no_output, no_output
syft_1, 052, Realizable, 0, 0.000, 0.024, 0.029, 0.256, 1, byPreprocess, no_output, no_output, no_output
syft_1, 053, Realizable, 0, 0.000, 0.024, 0.028, 0.256, 1, byPreprocess, no_output, no_output, no_output
syft_1, 054, Unrealizable, 0, 0.000, 0.120, 0.157, 0.301, 3, 1, no_output, no_output, no_output
syft_1, 055, Unrealizable, 0, 0.000, 0.086, 0.099, 0.299, 1, 15, 0.043, unrealAt_subAf_1, no_output
syft_1, 056, Unrealizable, 0, 0.000, 0.134, 0.150, 0.300, 1, 12, 0.073, unrealAt_subAf_2, no_output
syft_1, 057, Unrealizable, 0, 0.000, 0.113, 0.126, 0.300, 1, 17, 0.044, unrealAt_subAf_1, no_output
syft_1, 058, Unrealizable, 0, 0.000, 0.238, 0.279, 0.368, 1, 13, 0.203, unrealAt_subAf_7, no_output
syft_1, 059, Realizable, 0, 0.000, 0.026, 0.031, 0.256, 1, byPreprocess, no_output, no_output, no_output
syft_1, 060, Realizable, 0, 0.000, 0.026, 0.030, 0.256, 1, byPreprocess, no_output, no_output, no_output
syft_1, 061, Realizable, 0, 0.000, 0.030, 0.035, 0.256, 1, byPreprocess, no_output, no_output, no_output
syft_1, 062, Unrealizable, 0, 0.000, 0.088, 0.101, 0.299, 1, 19, 0.043, unrealAt_subAf_1, no_output
