Folder, Filename, Result, ExitCode, Time, Memory, dfaSz
syft_4, 016, Unrealizable, 0, 0.068, 0.268, 1
syft_4, 017, Unrealizable, 0, 0.069, 0.272, 15
syft_4, 018, Unrealizable, 0, 65.609, 0.632, 13570
syft_4, 019, Unrealizable, 0, 1.581, 0.316, 562
syft_4, 020, Unrealizable, 0, 0.070, 0.272, 26
syft_4, 021, Unrealizable, 0, 1303.190, 4.576, 30018
syft_4, 022, Unrealizable, 0, 0.052, 0.272, 1
syft_4, 023, Unrealizable, 0, 0.066, 0.262, 1
syft_4, 024, Unrealizable, 0, 0.342, 0.280, 641
syft_4, 025, Unrealizable, 0, 0.218, 0.280, 866
syft_4, 026, Unrealizable, 0, 0.052, 0.268, 1
syft_4, 027, Unrealizable, 0, 0.064, 0.272, 1
syft_4, 028, Unrealizable, 0, 0.113, 0.272, 134
syft_4, 029, Unrealizable, 0, 0.095, 0.265, 14
syft_4, 030, Unrealizable, 0, 0.083, 0.272, 130
syft_4, 031, Unrealizable, 0, 0.071, 0.269, 70
syft_4, 032, Unrealizable, 0, 0.208, 0.268, 486
syft_4, 033, Unrealizable, 0, 8.513, 0.478, 4130
syft_4, 034, Unrealizable, 0, 0.056, 0.267, 1
syft_4, 035, Unrealizable, 0, 21.766, 0.619, 3103
syft_4, 036, Unrealizable, 0, 0.636, 0.306, 586
syft_4, 037, Unrealizable, 0, 0.458, 0.283, 514
syft_4, 038, Unrealizable, 0, 29.823, 0.485, 7570
syft_4, 039, Unrealizable, 0, 0.054, 0.268, 1
syft_4, 040, Unrealizable, 0, 6.957, 0.482, 1346
syft_4, 041, Unrealizable, 0, 1.687, 0.385, 1274
syft_4, 042, Unrealizable, 0, 180.366, 1.082, 19749
syft_4, 043, Unrealizable, 0, 0.091, 0.272, 162
syft_4, 044, Unrealizable, 0, 230.473, 2.241, 19970
syft_4, 045, Unrealizable, 0, 0.087, 0.272, 10
syft_4, 046, Unrealizable, 0, 0.065, 0.268, 1
syft_4, 047, Unrealizable, 0, 0.085, 0.272, 123
syft_4, 048, Unrealizable, 0, 33.382, 1.060, 3970
syft_4, 049, Unrealizable, 0, 0.079, 0.268, 121
syft_4, 050, Unrealizable, 0, 1.071, 0.321, 770
syft_4, 051, Unrealizable, 0, 11.502, 0.475, 5634
syft_4, 052, Unrealizable, 0, 46.064, 0.523, 24002
syft_4, 053, Unrealizable, 0, 2.353, 0.386, 2818
syft_4, 054, Unrealizable, 0, 0.075, 0.268, 98
syft_4, 055, Unrealizable, 0, 0.288, 0.272, 385
syft_4, 056, Unrealizable, 0, 0.129, 0.268, 285
syft_4, 057, Unrealizable, 0, 1345.910, 3.114, 65282
syft_4, 058, Unrealizable, 0, 0.050, 0.272, 1
syft_4, 059, Unrealizable, 0, 0.120, 0.272, 133
syft_4, 060, Unrealizable, 0, 0.059, 0.272, 1
syft_4, 061, Unrealizable, 0, 0.080, 0.268, 14
syft_4, 062, Unrealizable, 0, 492.579, 4.265, 11746
syft_4, 063, Unrealizable, 0, 0.080, 0.272, 38
syft_4, 064, Unrealizable, 0, 0.051, 0.262, 1
syft_4, 065, Unrealizable, 0, 0.092, 0.269, 7
syft_4, 066, Unrealizable, 0, 0.110, 0.268, 183
syft_4, 067, Unrealizable, 0, 0.078, 0.268, 126
syft_4, 068, Unrealizable, 0, 0.082, 0.268, 102
syft_4, 069, Unrealizable, 0, 0.067, 0.268, 18
syft_4, 070, Unrealizable, 0, 6.501, 0.463, 2306
syft_4, 071, Realizable, 0, 0.066, 0.256, 50
syft_4, 072, Unrealizable, 0, 0.066, 0.272, 1
syft_4, 073, Unrealizable, 0, 0.084, 0.272, 208
syft_4, 074, Unrealizable, 0, 0.102, 0.269, 121
syft_4, 075, Unrealizable, 0, 0.088, 0.272, 66
syft_4, 076, Unrealizable, 0, 0.088, 0.273, 1
syft_4, 077, Unrealizable, 0, 0.089, 0.262, 258
syft_4, 078, Unrealizable, 0, 0.086, 0.272, 19
syft_4, 079, Unrealizable, 0, 0.267, 0.272, 258
syft_4, 080, Unrealizable, 0, 7.076, 0.463, 2178
syft_4, 081, Unrealizable, 0, 0.384, 0.282, 754
syft_4, 082, Unrealizable, 0, 0.135, 0.268, 392
syft_4, 083, Unrealizable, 0, 0.070, 0.262, 14
syft_4, 084, Unrealizable, 0, 0.089, 0.272, 110
syft_4, 085, Unrealizable, 0, 0.076, 0.272, 56
syft_4, 086, Unrealizable, 0, 0.063, 0.268, 18
syft_4, 087, Unrealizable, 0, 0.094, 0.269, 158
syft_4, 088, Unrealizable, 0, 0.072, 0.273, 1
syft_4, 089, Unrealizable, 0, 0.079, 0.272, 66
syft_4, 090, Unrealizable, 0, 2.362, 0.406, 885
syft_4, 091, Unrealizable, 0, 0.091, 0.268, 6
syft_4, 092, Unrealizable, 0, 0.144, 0.263, 267
syft_4, 093, Unrealizable, 0, 0.059, 0.268, 1
syft_4, 094, Unrealizable, 0, 0.120, 0.272, 162
syft_4, 095, Unrealizable, 0, 22.689, 0.686, 5122
syft_4, 096, Unrealizable, 0, 31.305, 0.491, 12802
syft_4, 097, Unrealizable, 0, 0.079, 0.272, 19
syft_4, 098, Realizable, 0, 0.086, 0.262, 130
syft_4, 099, Unrealizable, 0, 0.785, 0.313, 1442
syft_4, 100, Unrealizable, 0, 0.573, 0.275, 514
syft_4, 101, Unrealizable, 0, 0.066, 0.268, 23
syft_4, 102, Unrealizable, 0, 0.101, 0.269, 82
syft_4, 103, Unrealizable, 0, 0.068, 0.272, 26
syft_4, 104, Unrealizable, 0, 0.082, 0.272, 146
syft_4, 105, Unrealizable, 0, 0.110, 0.269, 480
syft_4, 106, Unrealizable, 0, 328.683, 1.837, 17906
syft_4, 107, Realizable, 0, 0.042, 0.243, byPreprocess
syft_4, 108, Unrealizable, 0, 0.685, 0.322, 898
syft_4, 109, Unrealizable, 0, 0.088, 0.272, 126
syft_4, 110, Unrealizable, 0, 36.402, 0.675, 8706
syft_4, 111, Unrealizable, 0, 0.051, 0.272, 1
syft_4, 112, Unrealizable, 0, 0.104, 0.271, 50
syft_4, 113, Unrealizable, 0, 55.910, 0.609, 14146
syft_4, 114, Unrealizable, 0, 0.084, 0.262, 23
syft_4, 115, Unrealizable, 0, 0.091, 0.268, 122
syft_4, 116, Realizable, 0, 0.044, 0.243, byPreprocess
syft_4, 117, Unrealizable, 0, 0.107, 0.272, 53
syft_4, 118, Unrealizable, 0, 0.084, 0.268, 76
syft_4, 119, Unrealizable, 0, 0.060, 0.272, 1
syft_4, 120, Realizable, 0, 0.048, 0.243, byPreprocess
syft_4, 121, Unrealizable, 0, 0.063, 0.272, 1
syft_4, 122, Unrealizable, 0, 0.056, 0.272, 1
syft_4, 123, Unrealizable, 0, 0.117, 0.272, 209
syft_4, 124, Stopped, 255, 11.570, 9.043, -1
syft_4, 125, Unrealizable, 0, 0.507, 0.309, 928
syft_4, 126, Unrealizable, 0, 25.253, 0.614, 3074
syft_4, 127, Unrealizable, 0, 12.894, 0.495, 1794
syft_4, 128, Unrealizable, 0, 0.085, 0.262, 3
syft_4, 129, Unrealizable, 0, 0.092, 0.269, 21
syft_4, 130, Unrealizable, 0, 0.060, 0.268, 1
syft_4, 131, Unrealizable, 0, 0.054, 0.272, 1
syft_4, 132, Unrealizable, 0, 0.348, 0.269, 834
syft_4, 133, Unrealizable, 0, 0.057, 0.268, 1
syft_4, 134, Unrealizable, 0, 0.495, 0.285, 898
syft_4, 135, Unrealizable, 0, 0.262, 0.280, 1302
syft_4, 136, Unrealizable, 0, 0.264, 0.280, 322
syft_4, 137, Realizable, 0, 0.093, 0.262, 14
syft_4, 138, Unrealizable, 0, 17.872, 0.641, 2586
syft_4, 139, Unrealizable, 0, 0.078, 0.272, 18
syft_4, 140, Unrealizable, 0, 0.094, 0.268, 4
syft_4, 141, Unrealizable, 0, 0.109, 0.269, 10
syft_4, 142, Unrealizable, 0, 438.812, 1.737, 46466
syft_4, 143, Unrealizable, 0, 0.096, 0.269, 80
syft_4, 144, Unrealizable, 0, 0.057, 0.262, 1
syft_4, 145, Realizable, 0, 0.045, 0.243, byPreprocess
syft_4, 146, Unrealizable, 0, 0.059, 0.268, 1
syft_4, 147, Unrealizable, 0, 5.270, 0.419, 3458
syft_4, 148, Unrealizable, 0, 0.429, 0.285, 533
syft_4, 149, Unrealizable, 0, 283.276, 1.893, 6139
syft_4, 150, Unrealizable, 0, 0.048, 0.262, 1
syft_4, 151, Unrealizable, 0, 0.070, 0.273, 1
syft_4, 152, Unrealizable, 0, 0.788, 0.305, 693
syft_4, 153, Unrealizable, 0, 0.435, 0.284, 584
syft_4, 154, Unrealizable, 0, 0.112, 0.268, 206
syft_4, 155, Unrealizable, 0, 0.052, 0.262, 1
syft_4, 156, Unrealizable, 0, 0.410, 0.283, 338
syft_4, 157, Unrealizable, 0, 39.656, 0.493, 8346
syft_4, 158, Unrealizable, 0, 336.837, 1.602, 16283
syft_4, 159, Unrealizable, 0, 0.055, 0.272, 1
syft_4, 160, Unrealizable, 0, 0.051, 0.262, 1
syft_4, 161, Unrealizable, 0, 0.100, 0.272, 56
syft_4, 162, Unrealizable, 0, 0.055, 0.272, 1
syft_4, 163, Realizable, 0, 0.044, 0.243, byPreprocess
syft_4, 164, Unrealizable, 0, 0.405, 0.281, 645
syft_4, 165, Unrealizable, 0, 0.116, 0.272, 512
syft_4, 166, Realizable, 0, 0.087, 0.262, 14
syft_4, 167, Unrealizable, 0, 0.055, 0.272, 1
syft_4, 168, Unrealizable, 0, 477.560, 2.381, 28210
syft_4, 169, Unrealizable, 0, 0.155, 0.272, 328
syft_4, 170, Unrealizable, 0, 0.049, 0.268, 1
syft_4, 171, Unrealizable, 0, 0.089, 0.272, 131
syft_4, 172, Unrealizable, 0, 24.790, 0.466, 8450
syft_4, 173, Unrealizable, 0, 0.114, 0.269, 287
syft_4, 174, Unrealizable, 0, 2.959, 0.439, 1114
syft_4, 175, Unrealizable, 0, 1.492, 0.384, 554
syft_4, 176, Realizable, 0, 0.026, 0.242, byPreprocess
syft_4, 177, Unrealizable, 0, 25.462, 0.579, 7682
syft_4, 178, Unrealizable, 0, 0.104, 0.268, 294
syft_4, 179, Unrealizable, 0, 0.810, 0.321, 811
syft_4, 180, Unrealizable, 0, 19.244, 0.613, 5122
syft_4, 181, Unrealizable, 0, 0.113, 0.272, 315
syft_4, 182, Unrealizable, 0, 0.316, 0.271, 588
syft_4, 183, Unrealizable, 0, 0.075, 0.272, 58
syft_4, 184, Unrealizable, 0, 0.072, 0.269, 61
syft_4, 185, Unrealizable, 0, 0.071, 0.272, 38
syft_4, 186, Unrealizable, 0, 5.349, 0.482, 1202
syft_4, 187, Unrealizable, 0, 2.883, 0.444, 4856
syft_4, 188, Unrealizable, 0, 0.070, 0.273, 1
syft_4, 189, Unrealizable, 0, 0.088, 0.268, 7
syft_4, 190, Unrealizable, 0, 0.072, 0.268, 90
syft_4, 191, Realizable, 0, 2.065, 0.375, 2306
syft_4, 192, Realizable, 0, 0.042, 0.243, byPreprocess
syft_4, 193, Unrealizable, 0, 101.236, 0.712, 25922
syft_4, 194, Unrealizable, 0, 0.082, 0.268, 15
syft_4, 195, Unrealizable, 0, 9.042, 0.478, 2618
syft_4, 196, Unrealizable, 0, 0.080, 0.268, 10
syft_4, 197, Unrealizable, 0, 0.099, 0.268, 53
syft_4, 198, Unrealizable, 0, 0.154, 0.268, 432
syft_4, 199, Unrealizable, 0, 0.147, 0.269, 522
syft_4, 200, Unrealizable, 0, 0.062, 0.272, 1
syft_5, 001, Unrealizable, 0, 0.130, 0.272, 433
syft_5, 002, Unrealizable, 0, 0.085, 0.272, 22
syft_5, 003, Unrealizable, 0, 0.105, 0.268, 285
syft_5, 004, Unrealizable, 0, 36.239, 0.555, 6122
syft_5, 005, Unrealizable, 0, 328.133, 1.542, 43522
syft_5, 006, Unrealizable, 0, 154.497, 0.700, 23122
syft_5, 007, Unrealizable, 0, 0.053, 0.262, 1
syft_5, 008, Unrealizable, 0, 40.495, 0.625, 6658
syft_5, 009, Unrealizable, 0, 0.078, 0.268, 63
syft_5, 010, Unrealizable, 0, 0.057, 0.272, 1
syft_5, 011, Unrealizable, 0, 0.063, 0.272, 1
syft_5, 012, Unrealizable, 0, 0.056, 0.268, 1
syft_5, 013, Unrealizable, 0, 0.055, 0.256, 1
syft_5, 014, Unrealizable, 0, 0.073, 0.273, 1
syft_5, 015, Unrealizable, 0, 9.235, 0.486, 2274
syft_5, 016, Unrealizable, 0, 3.324, 0.452, 2864
syft_5, 017, Unrealizable, 0, 156.125, 2.311, 8226
syft_5, 018, Unrealizable, 0, 0.236, 0.272, 532
syft_5, 019, Unrealizable, 0, 0.057, 0.272, 1
syft_5, 020, Unrealizable, 0, 1.460, 0.364, 2498
syft_5, 021, Unrealizable, 0, 0.056, 0.256, 1
syft_5, 022, Unrealizable, 0, 26.990, 0.485, 9762
syft_5, 023, Unrealizable, 0, 485.977, 1.583, 36610
syft_5, 024, Unrealizable, 0, 0.051, 0.272, 1
syft_5, 025, Unrealizable, 0, 3.339, 0.384, 2626
syft_5, 026, Unrealizable, 0, 0.056, 0.268, 1
syft_5, 027, Unrealizable, 0, 0.075, 0.272, 38
syft_5, 028, Unrealizable, 0, 384.289, 1.575, 25090
syft_5, 029, Unrealizable, 0, 0.050, 0.262, 1
syft_5, 030, Unrealizable, 0, 0.058, 0.272, 1
syft_5, 031, Unrealizable, 0, 0.079, 0.273, 1
syft_5, 032, Unrealizable, 0, 0.103, 0.272, 234
syft_5, 033, Unrealizable, 0, 0.356, 0.282, 736
syft_5, 034, Unrealizable, 0, 0.083, 0.272, 6
syft_5, 035, Unrealizable, 0, 0.100, 0.270, 242
syft_5, 036, Unrealizable, 0, 0.060, 0.256, 1
syft_5, 037, Unrealizable, 0, 0.344, 0.280, 514
syft_5, 038, Unrealizable, 0, 6.066, 0.499, 2050
syft_5, 039, Unrealizable, 0, 0.683, 0.318, 1467
syft_5, 040, Unrealizable, 0, 0.085, 0.273, 1
syft_5, 041, Stopped, 124, 1800.360, 7.622, -1
syft_5, 042, Unrealizable, 0, 0.081, 0.268, 62
syft_5, 043, Unrealizable, 0, 0.068, 0.268, 1
syft_5, 044, Unrealizable, 0, 0.207, 0.279, 509
syft_5, 045, Unrealizable, 0, 0.452, 0.283, 770
syft_5, 046, Unrealizable, 0, 34.384, 0.619, 7158
syft_5, 047, Unrealizable, 0, 0.049, 0.268, 1
syft_5, 048, Unrealizable, 0, 0.083, 0.272, 67
syft_5, 049, Unrealizable, 0, 0.103, 0.269, 274
syft_5, 050, Unrealizable, 0, 170.547, 2.514, 7682
syft_5, 051, Unrealizable, 0, 799.237, 4.089, 29054
syft_5, 052, Unrealizable, 0, 5.134, 0.486, 4394
syft_5, 053, Stopped, 1, 406.310, 9.767, -1
syft_5, 054, Unrealizable, 0, 0.082, 0.269, 21
syft_5, 055, Unrealizable, 0, 0.074, 0.272, 193
syft_5, 056, Unrealizable, 0, 0.072, 0.273, 1
syft_5, 057, Realizable, 0, 0.083, 0.272, 5
syft_5, 058, Unrealizable, 0, 0.055, 0.272, 1
syft_5, 059, Unrealizable, 0, 0.415, 0.305, 754
syft_5, 060, Unrealizable, 0, 378.560, 2.134, 11714
syft_5, 061, Unrealizable, 0, 42.420, 1.173, 4354
syft_5, 062, Unrealizable, 0, 0.383, 0.282, 986
syft_5, 063, Unrealizable, 0, 0.078, 0.273, 1
syft_5, 064, Unrealizable, 0, 54.735, 0.951, 8658
syft_5, 065, Realizable, 0, 0.079, 0.272, 34
syft_5, 066, Unrealizable, 0, 0.421, 0.284, 522
syft_5, 067, Unrealizable, 0, 125.470, 0.984, 22530
syft_5, 068, Realizable, 0, 0.085, 0.268, 74
syft_5, 069, Unrealizable, 0, 0.059, 0.272, 1
syft_5, 070, Unrealizable, 0, 0.101, 0.272, 127
syft_5, 071, Unrealizable, 0, 2.158, 0.299, 1026
syft_5, 072, Unrealizable, 0, 0.055, 0.268, 1
syft_5, 073, Unrealizable, 0, 3.812, 0.449, 6657
syft_5, 074, Unrealizable, 0, 118.172, 1.006, 8658
syft_5, 075, Unrealizable, 0, 0.047, 0.267, 1
syft_5, 076, Unrealizable, 0, 0.121, 0.272, 434
syft_5, 077, Stopped, 255, 11.610, 8.355, -1
syft_5, 078, Unrealizable, 0, 0.057, 0.268, 1
syft_5, 079, Unrealizable, 0, 0.072, 0.273, 1
syft_5, 080, Unrealizable, 0, 0.074, 0.273, 1
syft_5, 081, Unrealizable, 0, 0.095, 0.272, 248
syft_5, 082, Unrealizable, 0, 0.058, 0.272, 1
syft_5, 083, Unrealizable, 0, 0.188, 0.268, 386
syft_5, 084, Unrealizable, 0, 0.186, 0.268, 293
syft_5, 085, Unrealizable, 0, 0.077, 0.273, 1
syft_5, 086, Stopped, 255, 14.030, 8.408, -1
syft_5, 087, Unrealizable, 0, 1.381, 0.369, 2258
syft_5, 088, Unrealizable, 0, 0.061, 0.268, 1
syft_5, 089, Unrealizable, 0, 121.409, 1.101, 5018
syft_5, 090, Unrealizable, 0, 4.922, 0.454, 2210
syft_5, 091, Unrealizable, 0, 0.054, 0.267, 1
syft_5, 092, Unrealizable, 0, 17.094, 0.473, 3878
syft_5, 093, Unrealizable, 0, 0.113, 0.273, 311
syft_5, 094, Unrealizable, 0, 0.092, 0.272, 194
syft_5, 095, Unrealizable, 0, 0.105, 0.273, 226
syft_5, 096, Realizable, 0, 0.028, 0.242, byPreprocess
syft_5, 097, Unrealizable, 0, 1.289, 0.366, 1346
syft_5, 098, Unrealizable, 0, 0.074, 0.273, 1
syft_5, 099, Realizable, 0, 0.080, 0.263, 146
syft_5, 100, Unrealizable, 0, 92.364, 0.710, 6662
syft_5, 101, Unrealizable, 0, 0.155, 0.272, 336
syft_5, 102, Unrealizable, 0, 738.666, 4.041, 32939
syft_5, 103, Unrealizable, 0, 1.783, 0.402, 2236
syft_5, 104, Unrealizable, 0, 0.052, 0.272, 1
syft_5, 105, Unrealizable, 0, 0.053, 0.272, 1
syft_5, 106, Unrealizable, 0, 0.060, 0.272, 1
syft_5, 107, Unrealizable, 0, 0.166, 0.273, 176
syft_5, 108, Unrealizable, 0, 0.059, 0.272, 1
syft_5, 109, Unrealizable, 0, 80.525, 0.914, 9827
syft_5, 110, Unrealizable, 0, 0.121, 0.268, 264
syft_5, 111, Unrealizable, 0, 0.075, 0.273, 1
syft_5, 112, Unrealizable, 0, 0.061, 0.268, 1
syft_5, 113, Unrealizable, 0, 0.088, 0.272, 71
syft_5, 114, Unrealizable, 0, 0.085, 0.272, 38
syft_5, 115, Unrealizable, 0, 35.670, 0.511, 4264
syft_5, 116, Unrealizable, 0, 0.091, 0.273, 209
syft_5, 117, Unrealizable, 0, 0.053, 0.272, 1
syft_5, 118, Unrealizable, 0, 0.088, 0.262, 130
syft_5, 119, Unrealizable, 0, 0.116, 0.272, 386
syft_5, 120, Unrealizable, 0, 0.146, 0.269, 608
syft_5, 121, Realizable, 0, 0.088, 0.272, 194
syft_5, 122, Unrealizable, 0, 0.059, 0.272, 1
syft_5, 123, Unrealizable, 0, 0.166, 0.272, 330
syft_5, 124, Unrealizable, 0, 2.543, 0.369, 3073
syft_5, 125, Unrealizable, 0, 0.151, 0.268, 386
syft_5, 126, Unrealizable, 0, 0.197, 0.268, 426
syft_5, 127, Unrealizable, 0, 0.251, 0.276, 706
syft_5, 128, Unrealizable, 0, 0.087, 0.272, 45
syft_5, 129, Unrealizable, 0, 31.401, 0.511, 6720
syft_5, 130, Unrealizable, 0, 0.642, 0.287, 835
syft_5, 131, Unrealizable, 0, 0.091, 0.272, 178
syft_5, 132, Unrealizable, 0, 0.044, 0.267, 1
syft_5, 133, Unrealizable, 0, 0.164, 0.272, 259
syft_5, 134, Stopped, 255, 22.160, 8.617, -1
syft_5, 135, Unrealizable, 0, 0.083, 0.273, 1
syft_5, 136, Unrealizable, 0, 0.055, 0.262, 1
syft_5, 137, Unrealizable, 0, 0.095, 0.272, 242
syft_5, 138, Unrealizable, 0, 0.098, 0.269, 161
syft_5, 139, Unrealizable, 0, 0.243, 0.276, 517
syft_5, 140, Unrealizable, 0, 0.048, 0.272, 1
syft_5, 141, Stopped, 124, 1800.410, 7.006, -1
syft_5, 142, Unrealizable, 0, 0.138, 0.272, 370
syft_5, 143, Unrealizable, 0, 0.227, 0.270, 436
syft_5, 144, Unrealizable, 0, 0.153, 0.268, 290
syft_5, 145, Unrealizable, 0, 0.063, 0.272, 1
syft_5, 146, Unrealizable, 0, 1142.570, 4.018, 18434
syft_5, 147, Unrealizable, 0, 3.833, 0.431, 2882
syft_5, 148, Unrealizable, 0, 5.087, 0.481, 3884
syft_5, 149, Unrealizable, 0, 0.100, 0.272, 277
syft_5, 150, Unrealizable, 0, 0.171, 0.272, 218
syft_5, 151, Unrealizable, 0, 85.096, 0.714, 15538
syft_5, 152, Unrealizable, 0, 0.580, 0.312, 1193
syft_5, 153, Realizable, 0, 0.028, 0.242, byPreprocess
syft_5, 154, Unrealizable, 0, 1.162, 0.329, 1447
syft_5, 155, Unrealizable, 0, 0.301, 0.278, 1410
syft_5, 156, Unrealizable, 0, 0.086, 0.272, 29
syft_5, 157, Unrealizable, 0, 0.075, 0.272, 82
syft_5, 158, Unrealizable, 0, 0.084, 0.272, 9
syft_5, 159, Unrealizable, 0, 0.053, 0.268, 1
syft_5, 160, Unrealizable, 0, 0.102, 0.269, 98
syft_5, 161, Unrealizable, 0, 0.202, 0.272, 962
syft_5, 162, Unrealizable, 0, 2.521, 0.365, 2498
syft_5, 163, Unrealizable, 0, 9.043, 0.475, 2648
syft_5, 164, Unrealizable, 0, 1.821, 0.384, 992
syft_5, 165, Unrealizable, 0, 3.828, 0.430, 1930
syft_5, 166, Unrealizable, 0, 0.095, 0.272, 105
syft_5, 167, Unrealizable, 0, 0.063, 0.272, 1
syft_5, 168, Stopped, 124, 1800.220, 3.774, -1
syft_5, 169, Unrealizable, 0, 0.482, 0.302, 1282
syft_5, 170, Unrealizable, 0, 0.056, 0.272, 1
syft_5, 171, Unrealizable, 0, 8.469, 0.474, 1106
syft_5, 172, Unrealizable, 0, 0.050, 0.268, 1
syft_5, 173, Unrealizable, 0, 0.092, 0.268, 198
syft_5, 174, Unrealizable, 0, 0.153, 0.268, 1082
syft_5, 175, Unrealizable, 0, 0.078, 0.273, 1
syft_5, 176, Unrealizable, 0, 0.053, 0.272, 1
syft_5, 177, Unrealizable, 0, 0.072, 0.273, 165
syft_5, 178, Unrealizable, 0, 0.088, 0.272, 70
syft_5, 179, Unrealizable, 0, 374.942, 1.680, 57602
syft_5, 180, Unrealizable, 0, 0.056, 0.272, 1
syft_5, 181, Unrealizable, 0, 0.780, 0.321, 1296
syft_5, 182, Unrealizable, 0, 10.384, 0.461, 3498
syft_5, 183, Unrealizable, 0, 4.698, 0.434, 1591
syft_5, 184, Unrealizable, 0, 0.569, 0.308, 990
syft_5, 185, Unrealizable, 0, 0.099, 0.272, 242
syft_5, 186, Unrealizable, 0, 293.363, 3.157, 26290
syft_5, 187, Unrealizable, 0, 0.047, 0.267, 1
syft_5, 188, Realizable, 0, 0.096, 0.272, 7
syft_5, 189, Unrealizable, 0, 0.184, 0.268, 546
syft_5, 190, Unrealizable, 0, 0.366, 0.281, 898
syft_5, 191, Unrealizable, 0, 0.073, 0.273, 1
syft_5, 192, Unrealizable, 0, 0.089, 0.268, 306
syft_5, 193, Unrealizable, 0, 0.051, 0.272, 1
syft_5, 194, Unrealizable, 0, 0.090, 0.273, 225
syft_5, 195, Unrealizable, 0, 38.437, 0.561, 7058
syft_5, 196, Realizable, 0, 0.089, 0.268, 34
syft_5, 197, Unrealizable, 0, 0.057, 0.268, 1
syft_5, 198, Unrealizable, 0, 0.071, 0.268, 38
syft_5, 199, Unrealizable, 0, 1.348, 0.326, 1026
syft_5, 200, Unrealizable, 0, 0.317, 0.273, 514
case_03, 01, Unrealizable, 0, 0.063, 0.262, 66
case_03, 02, Unrealizable, 0, 1.782, 0.386, 2656
case_03, 03, Unrealizable, 0, 100.207, 0.718, 8801
case_03, 04, Unrealizable, 0, 0.064, 0.262, 18
case_03, 05, Realizable, 0, 0.069, 0.268, 54
case_03, 06, Unrealizable, 0, 0.070, 0.273, 3
case_03, 07, Realizable, 0, 0.023, 0.242, byPreprocess
case_03, 08, Unrealizable, 0, 0.057, 0.268, 10
case_03, 09, Unrealizable, 0, 0.072, 0.263, 32
case_03, 10, Unrealizable, 0, 9.371, 0.469, 3376
case_03, 11, Realizable, 0, 0.028, 0.242, byPreprocess
case_03, 12, Unrealizable, 0, 0.062, 0.268, 10
case_03, 13, Unrealizable, 0, 0.067, 0.273, 3
case_03, 14, Realizable, 0, 0.026, 0.242, byPreprocess
case_03, 15, Realizable, 0, 0.028, 0.242, byPreprocess
case_03, 16, Realizable, 0, 0.028, 0.242, byPreprocess
case_03, 17, Unrealizable, 0, 25.001, 0.469, 3469
case_03, 18, Unrealizable, 0, 0.064, 0.262, 66
case_03, 19, Unrealizable, 0, 0.064, 0.262, 66
case_03, 20, Realizable, 0, 0.027, 0.242, byPreprocess
case_03, 21, Realizable, 0, 0.028, 0.242, byPreprocess
case_03, 22, Unrealizable, 0, 0.121, 0.272, 552
case_03, 23, Realizable, 0, 0.028, 0.242, byPreprocess
case_03, 24, Unrealizable, 0, 0.071, 0.263, 64
case_03, 25, Unrealizable, 0, 0.070, 0.273, 3
case_03, 26, Unrealizable, 0, 0.067, 0.263, 64
case_03, 27, Realizable, 0, 0.028, 0.242, byPreprocess
case_03, 28, Unrealizable, 0, 0.067, 0.262, 66
case_03, 29, Realizable, 0, 0.045, 0.243, byPreprocess
case_03, 30, Realizable, 0, 0.068, 0.243, byPreprocess
case_03, 31, Unrealizable, 0, 0.063, 0.263, 64
case_03, 32, Unrealizable, 0, 0.062, 0.273, 3
case_03, 33, Unrealizable, 0, 0.067, 0.262, 66
case_03, 34, Unrealizable, 0, 0.066, 0.268, 10
case_03, 35, Realizable, 0, 0.048, 0.243, byPreprocess
case_03, 36, Realizable, 0, 0.064, 0.268, 54
case_03, 37, Unrealizable, 0, 37.000, 0.513, 9219
case_03, 38, Unrealizable, 0, 6.937, 0.478, 3376
case_03, 39, Realizable, 0, 0.027, 0.242, byPreprocess
case_03, 40, Unrealizable, 0, 7.454, 0.470, 4574
case_03, 41, Unrealizable, 0, 1.086, 0.378, 2198
case_03, 42, Realizable, 0, 0.023, 0.242, byPreprocess
case_03, 43, Realizable, 0, 0.022, 0.242, byPreprocess
case_03, 44, Unrealizable, 0, 0.057, 0.262, 66
case_03, 45, Unrealizable, 0, 0.056, 0.268, 10
case_03, 46, Realizable, 0, 0.027, 0.242, byPreprocess
case_03, 47, Unrealizable, 0, 0.063, 0.263, 64
case_03, 48, Realizable, 0, 0.027, 0.242, byPreprocess
case_03, 49, Realizable, 0, 0.023, 0.242, byPreprocess
case_03, 50, Realizable, 0, 0.046, 0.243, byPreprocess
case_04, 01, Realizable, 0, 0.071, 0.262, 82
case_04, 02, Realizable, 0, 0.025, 0.242, byPreprocess
case_04, 03, Unrealizable, 0, 0.076, 0.262, 258
case_04, 04, Stopped, 1, 1581.930, 9.767, -1
case_04, 05, Unrealizable, 0, 0.851, 0.317, 2762
case_04, 06, Realizable, 0, 0.046, 0.243, byPreprocess
case_04, 07, Stopped, 1, 1475.380, 9.759, -1
case_04, 08, Realizable, 0, 0.026, 0.242, byPreprocess
case_04, 09, Realizable, 0, 0.022, 0.242, byPreprocess
case_04, 10, Unrealizable, 0, 956.271, 3.072, 38026
case_04, 11, Unrealizable, 0, 0.072, 0.273, 3
case_04, 12, Unrealizable, 0, 0.067, 0.262, 258
case_04, 13, Unrealizable, 0, 0.059, 0.262, 66
