Folder, Filename, Result, ExitCode, minimizeTime, lydiaPreprocessTime, Time, Memory, lastSearchedDfaSz
syft_4, 192, Realizable, 0, 0.000, 0.053, 0.066, 0.258, 0
syft_4, 193, Unrealizable, 0, 0.000, 0.075, 2.418, 0.340, 519
syft_4, 194, Unrealizable, 0, 0.000, 0.073, 0.176, 0.263, 9
syft_4, 195, Unrealizable, 0, 0.000, 0.074, 0.596, 0.285, 140
syft_4, 196, Unrealizable, 0, 0.000, 0.075, 0.292, 0.271, 28
syft_4, 197, Unrealizable, 0, 0.000, 0.077, 2.940, 0.386, 58
syft_4, 198, Unrealizable, 0, 0.000, 0.075, 0.152, 0.260, 46
syft_4, 199, Unrealizable, 0, 0.000, 0.080, 6.806, 0.424, 193
syft_4, 200, Unrealizable, 0, 0.000, 0.049, 6.765, 0.512, 263
syft_5, 001, Unrealizable, 0, 0.000, 0.069, 17.627, 0.646, 900
syft_5, 002, Unrealizable, 0, 0.000, 0.072, 13.327, 0.558, 35
syft_5, 003, Unrealizable, 0, 0.000, 0.073, 0.856, 0.295, 83
syft_5, 004, Unrealizable, 0, 0.000, 0.072, 4.480, 0.376, 448
syft_5, 005, Unrealizable, 0, 0.000, 0.072, 1.629, 0.326, 138
syft_5, 006, Unrealizable, 0, 0.000, 0.076, 0.887, 0.300, 219
syft_5, 007, Unrealizable, 0, 0.000, 0.048, 40.857, 1.214, 2051
syft_5, 008, Unrealizable, 0, 0.000, 0.077, 4.555, 0.413, 522
syft_5, 009, Unrealizable, 0, 0.000, 0.069, 0.118, 0.258, 68
syft_5, 010, Unrealizable, 0, 0.000, 0.049, 0.498, 0.282, 391
syft_5, 011, Unrealizable, 0, 0.000, 0.052, 14.165, 0.510, 1180
syft_5, 012, Unrealizable, 0, 0.000, 0.048, 0.356, 0.270, 389
syft_5, 013, Unrealizable, 0, 0.000, 0.045, 1182.910, 7.469, 6147
syft_5, 014, Unrealizable, 0, 0.000, 0.081, 1.678, 0.316, 284
syft_5, 015, Unrealizable, 0, 0.000, 0.074, 0.791, 0.291, 120
syft_5, 016, Unrealizable, 0, 0.000, 0.071, 31.563, 0.700, 63
syft_5, 017, Stopped, 6, no_output, no_output, 517.650, 9.759, no_output
syft_5, 018, Unrealizable, 0, 0.000, 0.075, 18.077, 0.502, 17
syft_5, 019, Unrealizable, 0, 0.000, 0.047, 0.650, 0.295, 389
syft_5, 020, Unrealizable, 0, 0.000, 0.077, 9.199, 0.545, 602
syft_5, 021, Unrealizable, 0, 0.000, 0.051, 129.022, 1.785, 2051
syft_5, 022, Unrealizable, 0, 0.000, 0.075, 1632.660, 0.919, 193
syft_5, 023, Unrealizable, 0, 0.000, 0.073, 5.577, 0.450, 172
syft_5, 024, Unrealizable, 0, 0.000, 0.048, 0.467, 0.276, 260
syft_5, 025, Unrealizable, 0, 0.000, 0.072, 2.549, 0.315, 547
syft_5, 026, Unrealizable, 0, 0.000, 0.049, 0.457, 0.281, 51
syft_5, 027, Unrealizable, 0, 0.000, 0.073, 0.476, 0.276, 39
syft_5, 028, Stopped, 124, no_output, no_output, 1800.340, 3.117, no_output
syft_5, 029, Unrealizable, 0, 0.000, 0.047, 2.404, 0.347, 515
syft_5, 030, Unrealizable, 0, 0.000, 0.048, 0.653, 0.294, 139
syft_5, 031, Unrealizable, 0, 0.000, 0.074, 1.018, 0.305, 8
syft_5, 032, Unrealizable, 0, 0.000, 0.078, 9.804, 0.589, 141
syft_5, 033, Unrealizable, 0, 0.000, 0.073, 0.879, 0.291, 130
syft_5, 034, Unrealizable, 0, 0.000, 0.075, 0.907, 0.299, 29
syft_5, 035, Unrealizable, 0, 0.000, 0.076, 1.021, 0.306, 21
syft_5, 036, Unrealizable, 0, 0.000, 0.049, 8.973, 0.442, 1027
syft_5, 037, Unrealizable, 0, 0.000, 0.075, 7.020, 0.480, 516
syft_5, 038, Unrealizable, 0, 0.000, 0.071, 32.030, 0.927, 2051
syft_5, 039, Unrealizable, 0, 0.000, 0.072, 67.632, 0.550, 1468
syft_5, 040, Unrealizable, 0, 0.000, 0.077, 441.684, 1.140, 723
syft_5, 041, Unrealizable, 0, 0.000, 0.080, 102.076, 0.761, 2646
syft_5, 042, Unrealizable, 0, 0.000, 0.075, 1.520, 0.319, 139
syft_5, 043, Unrealizable, 0, 0.000, 0.051, 37.871, 1.104, 1031
syft_5, 044, Unrealizable, 0, 0.000, 0.074, 21.722, 0.506, 510
syft_5, 045, Unrealizable, 0, 0.000, 0.075, 54.223, 1.148, 2311
syft_5, 046, Unrealizable, 0, 0.000, 0.076, 7.276, 0.373, 729
syft_5, 047, Unrealizable, 0, 0.000, 0.048, 0.474, 0.277, 37
syft_5, 048, Unrealizable, 0, 0.000, 0.075, 2.919, 0.394, 200
syft_5, 049, Unrealizable, 0, 0.000, 0.078, 592.501, 0.784, 1063
syft_5, 050, Stopped, 124, no_output, no_output, 1800.260, 2.980, no_output
syft_5, 051, Unrealizable, 0, 0.000, 0.074, 26.093, 0.439, 323
syft_5, 052, Unrealizable, 0, 0.000, 0.074, 37.808, 0.888, 518
syft_5, 053, Unrealizable, 0, 0.000, 0.082, 198.056, 1.817, 3721
syft_5, 054, Unrealizable, 0, 0.000, 0.080, 5.774, 0.405, 159
syft_5, 055, Unrealizable, 0, 0.000, 0.072, 1.053, 0.298, 197
syft_5, 056, Unrealizable, 0, 0.000, 0.077, 11.632, 0.508, 799
syft_5, 057, Realizable, 0, 0.000, 0.073, 34.519, 0.567, 698
syft_5, 058, Unrealizable, 0, 0.000, 0.051, 0.108, 0.258, 64
syft_5, 059, Unrealizable, 0, 0.000, 0.075, 1.041, 0.306, 116
syft_5, 060, Unrealizable, 0, 0.000, 0.074, 41.320, 0.791, 133
syft_5, 061, Unrealizable, 0, 0.000, 0.059, 439.059, 5.263, 4355
syft_5, 062, Unrealizable, 0, 0.000, 0.053, 2.329, 0.317, 395
syft_5, 063, Unrealizable, 0, 0.000, 0.056, 65.721, 1.164, 1048
syft_5, 064, Unrealizable, 0, 0.000, 0.059, 477.844, 2.394, 2565
syft_5, 065, Realizable, 0, 0.000, 0.052, 3.232, 0.306, 344
syft_5, 066, Unrealizable, 0, 0.000, 0.051, 4.346, 0.431, 1535
syft_5, 067, Unrealizable, 0, 0.000, 0.056, 8.140, 0.485, 523
syft_5, 068, Realizable, 0, 0.000, 0.052, 35.476, 0.416, 1058
syft_5, 069, Unrealizable, 0, 0.000, 0.034, 1.404, 0.324, 397
syft_5, 070, Unrealizable, 0, 0.000, 0.054, 1.610, 0.312, 130
syft_5, 071, Unrealizable, 0, 0.000, 0.050, 8.336, 0.474, 1027
syft_5, 072, Unrealizable, 0, 0.000, 0.035, 170.941, 1.014, 1539
syft_5, 073, Unrealizable, 0, 0.000, 0.055, 1.151, 0.306, 591
syft_5, 074, Unrealizable, 0, 0.000, 0.054, 1.076, 0.308, 46
syft_5, 075, Unrealizable, 0, 0.000, 0.034, 0.137, 0.262, 75
syft_5, 076, Unrealizable, 0, 0.000, 0.055, 13.866, 0.704, 900
syft_5, 077, Unrealizable, 0, 0.000, 0.057, 76.904, 1.378, 56
syft_5, 078, Unrealizable, 0, 0.000, 0.034, 4.159, 0.384, 515
syft_5, 079, Unrealizable, 0, 0.000, 0.052, 0.372, 0.282, 29
syft_5, 080, Unrealizable, 0, 0.000, 0.052, 2.797, 0.390, 23
syft_5, 081, Unrealizable, 0, 0.000, 0.053, 6.035, 0.416, 58
syft_5, 082, Unrealizable, 0, 0.000, 0.035, 59.536, 1.278, 1155
syft_5, 083, Unrealizable, 0, 0.000, 0.057, 0.423, 0.274, 326
syft_5, 084, Unrealizable, 0, 0.000, 0.052, 9.624, 0.548, 302
syft_5, 085, Unrealizable, 0, 0.000, 0.059, 154.524, 1.511, 1283
syft_5, 086, Unrealizable, 0, 0.000, 0.061, 343.665, 1.779, 912
syft_5, 087, Unrealizable, 0, 0.000, 0.058, 0.362, 0.273, 137
syft_5, 088, Unrealizable, 0, 0.000, 0.041, 3.631, 0.390, 266
syft_5, 089, Unrealizable, 0, 0.000, 0.060, 88.837, 1.006, 86
syft_5, 090, Unrealizable, 0, 0.000, 0.060, 6.110, 0.407, 709
syft_5, 091, Unrealizable, 0, 0.000, 0.042, 0.091, 0.258, 77
syft_5, 092, Unrealizable, 0, 0.000, 0.059, 3.594, 0.414, 519
syft_5, 093, Unrealizable, 0, 0.000, 0.059, 0.687, 0.295, 20
syft_5, 094, Unrealizable, 0, 0.000, 0.057, 0.233, 0.267, 196
syft_5, 095, Unrealizable, 0, 0.000, 0.054, 91.049, 1.028, 139
syft_5, 096, Realizable, 0, 0.000, 0.024, 0.036, 0.257, 0
syft_5, 097, Unrealizable, 0, 0.000, 0.059, 0.604, 0.287, 69
syft_5, 098, Unrealizable, 0, 0.000, 0.059, 0.612, 0.284, 103
syft_5, 099, Realizable, 0, 0.000, 0.059, 2.265, 0.296, 1147
syft_5, 100, Unrealizable, 0, 0.000, 0.059, 2.763, 0.357, 409
syft_5, 101, Unrealizable, 0, 0.000, 0.064, 12.144, 0.485, 31
syft_5, 102, Unrealizable, 0, 0.000, 0.059, 23.204, 0.608, 147
syft_5, 103, Unrealizable, 0, 0.000, 0.062, 12.631, 0.581, 161
syft_5, 104, Unrealizable, 0, 0.000, 0.043, 1.380, 0.322, 62
syft_5, 105, Unrealizable, 0, 0.000, 0.040, 1.160, 0.320, 38
syft_5, 106, Unrealizable, 0, 0.000, 0.040, 2.361, 0.335, 517
syft_5, 107, Unrealizable, 0, 0.000, 0.054, 1120.030, 2.321, 17
syft_5, 108, Unrealizable, 0, 0.000, 0.036, 2.123, 0.336, 203
syft_5, 109, Unrealizable, 0, 0.000, 0.059, 16.174, 0.639, 586
syft_5, 110, Unrealizable, 0, 0.000, 0.053, 3.040, 0.377, 136
syft_5, 111, Unrealizable, 0, 0.000, 0.059, 91.379, 1.379, 1549
syft_5, 112, Unrealizable, 0, 0.000, 0.043, 51.303, 0.823, 1735
syft_5, 113, Unrealizable, 0, 0.000, 0.058, 12.379, 0.478, 44
syft_5, 114, Unrealizable, 0, 0.000, 0.053, 11.950, 0.562, 65
syft_5, 115, Stopped, 124, no_output, no_output, 1800.220, 3.594, no_output
syft_5, 116, Unrealizable, 0, 0.000, 0.052, 0.743, 0.294, 84
syft_5, 117, Unrealizable, 0, 0.000, 0.033, 0.545, 0.286, 132
syft_5, 118, Unrealizable, 0, 0.000, 0.051, 0.497, 0.292, 345
syft_5, 119, Unrealizable, 0, 0.000, 0.050, 4.299, 0.406, 1001
syft_5, 120, Unrealizable, 0, 0.000, 0.049, 174.998, 0.797, 963
syft_5, 121, Realizable, 0, 0.000, 0.053, 0.964, 0.274, 547
syft_5, 122, Unrealizable, 0, 0.000, 0.040, 2.348, 0.343, 517
syft_5, 123, Unrealizable, 0, 0.000, 0.060, 1.624, 0.301, 331
syft_5, 124, Unrealizable, 0, 0.000, 0.060, 683.119, 5.296, 3075
syft_5, 125, Unrealizable, 0, 0.000, 0.057, 0.167, 0.260, 131
syft_5, 126, Unrealizable, 0, 0.000, 0.060, 52.847, 0.918, 43
syft_5, 127, Unrealizable, 0, 0.000, 0.059, 1.881, 0.352, 105
syft_5, 128, Unrealizable, 0, 0.000, 0.059, 2.015, 0.347, 52
syft_5, 129, Unrealizable, 0, 0.000, 0.059, 3.796, 0.357, 360
syft_5, 130, Unrealizable, 0, 0.000, 0.059, 0.369, 0.279, 92
syft_5, 131, Unrealizable, 0, 0.000, 0.059, 4.260, 0.383, 27
syft_5, 132, Unrealizable, 0, 0.000, 0.041, 2.064, 0.316, 387
syft_5, 133, Unrealizable, 0, 0.000, 0.058, 2.845, 0.385, 260
syft_5, 134, Unrealizable, 0, 0.000, 0.061, 1150.710, 8.128, 525
syft_5, 135, Unrealizable, 0, 0.000, 0.061, 69.760, 0.835, 587
syft_5, 136, Unrealizable, 0, 0.000, 0.042, 0.272, 0.265, 131
syft_5, 137, Unrealizable, 0, 0.000, 0.054, 1.073, 0.313, 18
syft_5, 138, Unrealizable, 0, 0.000, 0.056, 5.002, 0.381, 87
syft_5, 139, Unrealizable, 0, 0.000, 0.052, 6.132, 0.450, 518
syft_5, 140, Unrealizable, 0, 0.000, 0.044, 1.144, 0.287, 275
syft_5, 141, Unrealizable, 0, 0.000, 0.061, 15.957, 0.664, 143
syft_5, 142, Unrealizable, 0, 0.000, 0.061, 90.604, 0.980, 28
syft_5, 143, Unrealizable, 0, 0.000, 0.052, 0.390, 0.271, 149
syft_5, 144, Unrealizable, 0, 0.000, 0.050, 0.972, 0.297, 291
syft_5, 145, Unrealizable, 0, 0.000, 0.033, 1.165, 0.326, 137
syft_5, 146, Unrealizable, 0, 0.000, 0.054, 29.661, 0.672, 939
syft_5, 147, Unrealizable, 0, 0.000, 0.053, 1.411, 0.340, 213
syft_5, 148, Unrealizable, 0, 0.000, 0.060, 1.696, 0.329, 212
syft_5, 149, Unrealizable, 0, 0.000, 0.059, 0.970, 0.314, 55
syft_5, 150, Unrealizable, 0, 0.000, 0.059, 4.435, 0.388, 19
syft_5, 151, Unrealizable, 0, 0.000, 0.061, 472.011, 1.627, 318
syft_5, 152, Unrealizable, 0, 0.000, 0.053, 559.306, 1.244, 24
syft_5, 153, Realizable, 0, 0.000, 0.020, 0.028, 0.256, 0
syft_5, 154, Unrealizable, 0, 0.000, 0.059, 7.617, 0.403, 488
syft_5, 155, Unrealizable, 0, 0.000, 0.051, 0.200, 0.267, 75
syft_5, 156, Unrealizable, 0, 0.000, 0.052, 3.000, 0.388, 86
syft_5, 157, Unrealizable, 0, 0.000, 0.053, 0.737, 0.308, 209
syft_5, 158, Unrealizable, 0, 0.000, 0.059, 2.957, 0.384, 25
syft_5, 159, Unrealizable, 0, 0.000, 0.034, 0.923, 0.290, 279
syft_5, 160, Unrealizable, 0, 0.000, 0.054, 2.209, 0.355, 101
syft_5, 161, Unrealizable, 0, 0.000, 0.058, 0.803, 0.300, 327
syft_5, 162, Unrealizable, 0, 0.000, 0.059, 1.075, 0.288, 675
syft_5, 163, Unrealizable, 0, 0.000, 0.060, 89.518, 1.848, 1061
syft_5, 164, Unrealizable, 0, 0.000, 0.061, 2.710, 0.346, 86
syft_5, 165, Unrealizable, 0, 0.000, 0.053, 4.662, 0.365, 651
syft_5, 166, Unrealizable, 0, 0.000, 0.060, 187.024, 0.814, 36
syft_5, 167, Unrealizable, 0, 0.000, 0.035, 0.843, 0.294, 68
syft_5, 168, Unrealizable, 0, 0.000, 0.055, 43.805, 0.555, 1957
syft_5, 169, Unrealizable, 0, 0.000, 0.052, 5.277, 0.442, 1388
syft_5, 170, Unrealizable, 0, 0.000, 0.035, 2.556, 0.383, 55
syft_5, 171, Unrealizable, 0, 0.000, 0.052, 94.078, 2.019, 1107
syft_5, 172, Unrealizable, 0, 0.000, 0.034, 1.168, 0.305, 259
syft_5, 173, Unrealizable, 0, 0.000, 0.056, 0.120, 0.258, 71
syft_5, 174, Unrealizable, 0, 0.000, 0.052, 0.087, 0.257, 39
syft_5, 175, Unrealizable, 0, 0.000, 0.059, 259.352, 2.394, 2179
syft_5, 176, Unrealizable, 0, 0.000, 0.034, 28.915, 1.153, 1027
syft_5, 177, Unrealizable, 0, 0.000, 0.056, 0.184, 0.273, 68
syft_5, 178, Unrealizable, 0, 0.000, 0.053, 2.986, 0.319, 273
syft_5, 179, Unrealizable, 0, 0.000, 0.052, 1.674, 0.336, 240
syft_5, 180, Unrealizable, 0, 0.000, 0.042, 1.118, 0.311, 57
syft_5, 181, Unrealizable, 0, 0.000, 0.078, 1.669, 0.346, 79
syft_5, 182, Unrealizable, 0, 0.000, 0.075, 1015.300, 2.503, 3499
syft_5, 183, Stopped, 124, no_output, no_output, 1800.180, 2.013, no_output
syft_5, 184, Unrealizable, 0, 0.000, 0.076, 15.772, 0.640, 119
syft_5, 185, Unrealizable, 0, 0.000, 0.073, 7.667, 0.465, 1129
syft_5, 186, Unrealizable, 0, 0.000, 0.076, 92.746, 1.227, 2605
syft_5, 187, Unrealizable, 0, 0.000, 0.043, 0.071, 0.256, 67
syft_5, 188, Realizable, 0, 0.000, 0.081, 53.580, 0.744, 672
syft_5, 189, Unrealizable, 0, 0.000, 0.075, 0.734, 0.295, 121
syft_5, 190, Unrealizable, 0, 0.000, 0.074, 1.339, 0.310, 263
syft_5, 191, Unrealizable, 0, 0.000, 0.074, 5.452, 0.424, 266
syft_5, 192, Unrealizable, 0, 0.000, 0.074, 0.775, 0.293, 64
syft_5, 193, Unrealizable, 0, 0.000, 0.047, 0.622, 0.285, 391
syft_5, 194, Unrealizable, 0, 0.000, 0.076, 3.659, 0.371, 177
syft_5, 195, Unrealizable, 0, 0.000, 0.075, 8.018, 0.463, 333
syft_5, 196, Realizable, 0, 0.000, 0.066, 79.003, 0.897, 416
syft_5, 197, Unrealizable, 0, 0.000, 0.049, 40.049, 0.822, 1735
syft_5, 198, Unrealizable, 0, 0.000, 0.072, 0.100, 0.257, 16
syft_5, 199, Unrealizable, 0, 0.000, 0.073, 21.420, 0.752, 1027
syft_5, 200, Unrealizable, 0, 0.000, 0.072, 2.532, 0.331, 515
case_03, 01, Unrealizable, 0, 0.000, 0.050, 0.061, 0.256, 67
case_03, 02, Unrealizable, 0, 0.000, 0.053, 0.080, 0.257, 39
case_03, 03, Unrealizable, 0, 0.000, 0.054, 0.135, 0.262, 67
case_03, 04, Unrealizable, 0, 0.000, 0.050, 0.058, 0.256, 35
case_03, 05, Realizable, 0, 0.000, 0.051, 0.063, 0.256, 50
case_03, 06, Unrealizable, 0, 0.000, 0.054, 0.122, 0.274, 4
case_03, 07, Realizable, 0, 0.000, 0.023, 0.033, 0.256, 0
case_03, 08, Unrealizable, 0, 0.000, 0.057, 0.067, 0.256, 11
case_03, 09, Unrealizable, 0, 0.000, 0.058, 0.091, 0.256, 35
case_03, 10, Unrealizable, 0, 0.000, 0.061, 0.092, 0.258, 39
case_03, 11, Realizable, 0, 0.000, 0.022, 0.030, 0.256, 0
case_03, 12, Unrealizable, 0, 0.000, 0.050, 0.058, 0.256, 11
case_03, 13, Unrealizable, 0, 0.000, 0.062, 0.099, 0.273, 4
case_03, 14, Realizable, 0, 0.000, 0.018, 0.026, 0.256, 0
case_03, 15, Realizable, 0, 0.000, 0.022, 0.030, 0.256, 0
case_03, 16, Realizable, 0, 0.000, 0.018, 0.026, 0.256, 0
case_03, 17, Unrealizable, 0, 0.000, 0.061, 0.115, 0.259, 37
case_03, 18, Unrealizable, 0, 0.000, 0.049, 0.062, 0.256, 67
case_03, 19, Unrealizable, 0, 0.000, 0.057, 0.070, 0.256, 67
case_03, 20, Realizable, 0, 0.000, 0.018, 0.025, 0.256, 0
case_03, 21, Realizable, 0, 0.000, 0.018, 0.025, 0.256, 0
case_03, 22, Unrealizable, 0, 0.000, 0.058, 0.163, 0.273, 67
case_03, 23, Realizable, 0, 0.000, 0.021, 0.030, 0.256, 0
case_03, 24, Unrealizable, 0, 0.000, 0.059, 0.115, 0.258, 67
case_03, 25, Unrealizable, 0, 0.000, 0.059, 0.094, 0.273, 5
case_03, 26, Unrealizable, 0, 0.000, 0.053, 0.146, 0.261, 66
case_03, 27, Realizable, 0, 0.000, 0.018, 0.025, 0.256, 0
case_03, 28, Unrealizable, 0, 0.000, 0.049, 0.060, 0.256, 67
case_03, 29, Realizable, 0, 0.000, 0.041, 0.050, 0.257, 0
case_03, 30, Realizable, 0, 0.000, 0.066, 0.081, 0.260, 0
case_03, 31, Unrealizable, 0, 0.000, 0.058, 0.110, 0.258, 66
case_03, 32, Unrealizable, 0, 0.000, 0.060, 0.147, 0.274, 4
case_03, 33, Unrealizable, 0, 0.000, 0.054, 0.067, 0.256, 67
case_03, 34, Unrealizable, 0, 0.000, 0.054, 0.065, 0.256, 11
case_03, 35, Realizable, 0, 0.000, 0.039, 0.051, 0.259, 0
case_03, 36, Realizable, 0, 0.000, 0.051, 0.063, 0.256, 50
case_03, 37, Unrealizable, 0, 0.000, 0.053, 0.213, 0.266, 141
case_03, 38, Unrealizable, 0, 0.000, 0.053, 0.088, 0.258, 72
case_03, 39, Realizable, 0, 0.000, 0.018, 0.025, 0.256, 0
case_03, 40, Unrealizable, 0, 0.000, 0.053, 0.177, 0.263, 79
case_03, 41, Unrealizable, 0, 0.000, 0.055, 0.093, 0.258, 54
case_03, 42, Realizable, 0, 0.000, 0.018, 0.026, 0.256, 0
case_03, 43, Realizable, 0, 0.000, 0.018, 0.025, 0.256, 0
case_03, 44, Unrealizable, 0, 0.000, 0.049, 0.059, 0.256, 67
case_03, 45, Unrealizable, 0, 0.000, 0.054, 0.065, 0.256, 11
case_03, 46, Realizable, 0, 0.000, 0.021, 0.030, 0.256, 0
case_03, 47, Unrealizable, 0, 0.000, 0.053, 0.105, 0.258, 66
case_03, 48, Realizable, 0, 0.000, 0.021, 0.030, 0.256, 0
case_03, 49, Realizable, 0, 0.000, 0.021, 0.030, 0.256, 0
case_03, 50, Realizable, 0, 0.000, 0.039, 0.049, 0.256, 0
case_04, 01, Realizable, 0, 0.000, 0.051, 0.060, 0.256, 18
case_04, 02, Realizable, 0, 0.000, 0.018, 0.026, 0.256, 0
case_04, 03, Unrealizable, 0, 0.000, 0.056, 0.118, 0.258, 259
case_04, 04, Unrealizable, 0, 0.000, 0.055, 3.984, 0.354, 147
case_04, 05, Unrealizable, 0, 0.000, 0.053, 0.356, 0.282, 79
case_04, 06, Realizable, 0, 0.000, 0.042, 0.157, 0.275, 0
case_04, 07, Unrealizable, 0, 0.000, 0.053, 4.855, 0.388, 108
case_04, 08, Realizable, 0, 0.000, 0.021, 0.030, 0.256, 0
case_04, 09, Realizable, 0, 0.000, 0.021, 0.030, 0.256, 0
case_04, 10, Unrealizable, 0, 0.000, 0.060, 0.306, 0.272, 73
case_04, 11, Unrealizable, 0, 0.000, 0.054, 0.473, 0.284, 5
case_04, 12, Unrealizable, 0, 0.000, 0.050, 0.085, 0.256, 259
case_04, 13, Unrealizable, 0, 0.000, 0.056, 0.071, 0.256, 67
case_04, 14, Realizable, 0, 0.000, 0.039, 0.063, 0.262, 0
case_04, 15, Realizable, 0, 0.000, 0.041, 0.055, 0.258, 0
case_04, 16, Unrealizable, 0, 0.000, 0.054, 0.589, 0.284, 94
case_04, 17, Unrealizable, 0, 0.000, 0.061, 0.164, 0.262, 59
case_04, 18, Realizable, 0, 0.000, 0.057, 0.068, 0.256, 18
case_04, 19, Unrealizable, 0, 0.000, 0.060, 4.237, 0.383, 4
case_04, 20, Unrealizable, 0, 0.000, 0.053, 2.091, 0.331, 217
case_04, 21, Unrealizable, 0, 0.000, 0.061, 0.433, 0.278, 59
case_04, 22, Unrealizable, 0, 0.000, 0.053, 1.209, 0.306, 258
case_04, 23, Unrealizable, 0, 0.000, 0.060, 1.873, 0.348, 267
case_04, 24, Unrealizable, 0, 0.000, 0.053, 1.018, 0.310, 165
case_04, 25, Realizable, 0, 0.000, 0.037, 0.044, 0.257, 0
case_04, 26, Unrealizable, 0, 0.000, 0.061, 2.356, 0.348, 4
case_04, 27, Unrealizable, 0, 0.000, 0.049, 0.060, 0.256, 19
case_04, 28, Unrealizable, 0, 0.000, 0.049, 0.108, 0.258, 259
case_04, 29, Unrealizable, 0, 0.000, 0.060, 3.211, 0.397, 259
case_04, 30, Realizable, 0, 0.000, 0.039, 0.049, 0.257, 0
case_04, 31, Realizable, 0, 0.000, 0.021, 0.030, 0.256, 0
case_04, 32, Unrealizable, 0, 0.000, 0.060, 15.352, 0.420, 314
case_04, 33, Unrealizable, 0, 0.000, 0.056, 0.094, 0.256, 259
case_04, 34, Unrealizable, 0, 0.000, 0.056, 0.077, 0.256, 131
case_04, 35, Unrealizable, 0, 0.000, 0.060, 2.176, 0.339, 258
case_04, 36, Realizable, 0, 0.000, 0.019, 0.026, 0.256, 0
case_04, 37, Realizable, 0, 0.000, 0.057, 0.069, 0.256, 18
case_04, 38, Realizable, 0, 0.000, 0.039, 0.048, 0.257, 0
case_04, 39, Unrealizable, 0, 0.000, 0.058, 0.492, 0.281, 96
case_04, 40, Unrealizable, 0, 0.000, 0.061, 3.415, 0.349, 75
case_04, 41, Unrealizable, 0, 0.000, 0.054, 1.001, 0.309, 4
case_04, 42, Unrealizable, 0, 0.000, 0.054, 3.610, 0.376, 258
case_04, 43, Unrealizable, 0, 0.000, 0.059, 6.022, 0.411, 208
case_04, 44, Unrealizable, 0, 0.000, 0.054, 3.875, 0.358, 356
case_04, 45, Realizable, 0, 0.000, 0.018, 0.025, 0.256, 0
case_04, 46, Unrealizable, 0, 0.000, 0.055, 0.116, 0.258, 259
case_04, 47, Unrealizable, 0, 0.000, 0.051, 0.417, 0.284, 297
case_04, 48, Unrealizable, 0, 0.000, 0.054, 1.483, 0.317, 259
case_04, 49, Realizable, 0, 0.000, 0.043, 0.221, 0.283, 0
case_04, 50, Unrealizable, 0, 0.000, 0.054, 0.067, 0.256, 19
case_05, 01, Unrealizable, 0, 0.000, 0.053, 10.717, 0.730, 291
case_05, 02, Unrealizable, 0, 0.000, 0.054, 6.778, 0.425, 335
case_05, 03, Realizable, 0, 0.000, 0.038, 1.952, 0.467, 0
case_05, 04, Unrealizable, 0, 0.000, 0.057, 0.726, 0.290, 1027
case_05, 05, Unrealizable, 0, 0.000, 0.055, 636.186, 1.766, 337
case_05, 06, Unrealizable, 0, 0.000, 0.054, 65.399, 1.961, 1043
case_05, 07, Realizable, 0, 0.000, 0.019, 0.026, 0.256, 0
case_05, 08, Unrealizable, 0, 0.000, 0.053, 43.381, 1.197, 1026
case_05, 09, Unrealizable, 0, 0.000, 0.050, 0.180, 0.260, 515
case_05, 10, Unrealizable, 0, 0.000, 0.059, 3.442, 0.384, 267
case_05, 11, Stopped, 124, no_output, no_output, 1800.120, 1.857, no_output
case_05, 12, Unrealizable, 0, 0.000, 0.055, 18.198, 0.487, 127
case_05, 13, Realizable, 0, 0.000, 0.019, 0.026, 0.256, 0
case_05, 14, Realizable, 0, 0.000, 0.037, 0.045, 0.257, 0
case_05, 15, Unrealizable, 0, 0.000, 0.051, 0.158, 0.261, 515
case_05, 16, Realizable, 0, 0.000, 0.052, 0.067, 0.256, 34
case_05, 17, Unrealizable, 0, 0.000, 0.051, 0.064, 0.256, 19
case_05, 18, Unrealizable, 0, 0.000, 0.056, 34.556, 0.738, 414
case_05, 19, Realizable, 0, 0.000, 0.052, 0.090, 0.257, 98
case_05, 20, Unrealizable, 0, 0.000, 0.052, 0.096, 0.257, 259
case_05, 21, Realizable, 0, 0.000, 0.027, 0.037, 0.256, 0
case_05, 22, Unrealizable, 0, 0.000, 0.083, 65.157, 0.659, 145
case_05, 23, Stopped, 124, no_output, no_output, 1800.140, 1.469, no_output
case_05, 24, Unrealizable, 0, 0.000, 0.075, 7.931, 0.531, 523
case_05, 25, Realizable, 0, 0.000, 0.026, 0.039, 0.257, 0
case_05, 26, Unrealizable, 0, 0.000, 0.077, 457.795, 1.151, 317
case_05, 27, Realizable, 0, 0.000, 0.026, 0.035, 0.256, 0
case_05, 28, Unrealizable, 0, 0.000, 0.071, 0.737, 0.290, 1027
case_05, 29, Realizable, 0, 0.000, 0.051, 0.062, 0.257, 0
case_05, 30, Realizable, 0, 0.000, 0.025, 0.035, 0.256, 0
case_05, 31, Unrealizable, 0, 0.000, 0.071, 0.101, 0.256, 35
case_05, 32, Unrealizable, 0, 0.000, 0.071, 0.745, 0.290, 1027
case_05, 33, Unrealizable, 0, 0.000, 0.070, 0.341, 0.269, 1027
case_05, 34, Unrealizable, 0, 0.000, 0.077, 62.882, 0.654, 256
case_05, 35, Unrealizable, 0, 0.000, 0.074, 0.356, 0.269, 1027
case_05, 36, Realizable, 0, 0.000, 0.025, 0.035, 0.256, 0
