Folder, Filename, Result, ExitCode, Time, Memory, subAfSz
syft_2, 064, Stopped, 0, 0.00, 0.05, 2
syft_2, 065, Stopped, 0, 0.00, 0.04, 2
syft_2, 066, Stopped, 0, 0.00, 0.04, 2
syft_2, 067, Stopped, 0, 0.00, 0.04, 2
syft_2, 068, Stopped, 0, 0.00, 0.05, 10
syft_2, 069, Realizable, 0, 0.00, 0.04, 2
syft_2, 070, Stopped, 0, 0.00, 0.05, 2
syft_2, 071, Stopped, 0, 0.00, 0.05, 2
syft_2, 072, Stopped, 0, 0.00, 0.04, 2
syft_2, 073, Stopped, 0, 0.00, 0.04, 2
syft_2, 074, Realizable, 0, 0.00, 0.04, 2
syft_2, 075, Stopped, 0, 0.00, 0.04, 2
syft_2, 076, Stopped, 0, 0.00, 0.04, 2
syft_2, 077, Stopped, 0, 0.00, 0.05, 2
syft_2, 078, Stopped, 0, 0.00, 0.05, 10
syft_2, 079, Realizable, 0, 0.00, 0.04, 2
syft_2, 080, Realizable, 0, 0.00, 0.04, 2
syft_2, 081, Stopped, 0, 0.00, 0.04, 2
syft_2, 082, Stopped, 0, 0.00, 0.04, 10
syft_2, 083, Realizable, 0, 0.00, 0.04, 2
syft_2, 084, Stopped, 0, 0.00, 0.04, 2
syft_2, 085, Stopped, 0, 0.00, 0.04, 2
syft_2, 086, Realizable, 0, 0.00, 0.04, 2
syft_2, 087, Stopped, 0, 0.00, 0.05, 2
syft_2, 088, Stopped, 0, 0.00, 0.04, 2
syft_2, 089, Realizable, 0, 0.00, 0.04, 2
syft_2, 090, Stopped, 0, 0.00, 0.04, 2
syft_2, 091, Stopped, 0, 0.00, 0.05, 2
syft_2, 092, Stopped, 0, 0.00, 0.05, 2
syft_2, 093, Stopped, 0, 0.00, 0.04, 2
syft_2, 094, Stopped, 0, 0.00, 0.04, 2
syft_2, 095, Stopped, 0, 0.00, 0.04, 2
syft_2, 096, Realizable, 0, 0.00, 0.04, 2
syft_2, 097, Stopped, 0, 0.00, 0.04, 2
syft_2, 098, Realizable, 0, 0.00, 0.04, 2
syft_2, 099, Realizable, 0, 0.00, 0.04, 2
syft_2, 100, Stopped, 0, 0.00, 0.04, 3
syft_2, 101, Stopped, 0, 0.00, 0.04, 2
syft_2, 102, Stopped, 0, 0.00, 0.04, 2
syft_2, 103, Stopped, 0, 0.00, 0.05, 2
syft_2, 104, Realizable, 0, 0.00, 0.04, 2
syft_2, 105, Stopped, 0, 0.00, 0.05, 2
syft_2, 106, Stopped, 0, 0.00, 0.05, 2
syft_2, 107, Stopped, 0, 0.00, 0.04, 2
syft_2, 108, Stopped, 0, 0.00, 0.05, 2
syft_2, 109, Stopped, 0, 0.00, 0.05, 10
syft_2, 110, Stopped, 0, 0.00, 0.04, 2
syft_2, 111, Realizable, 0, 0.00, 0.04, 2
syft_2, 112, Stopped, 0, 0.00, 0.04, 2
syft_2, 113, Stopped, 0, 0.00, 0.04, 2
syft_2, 114, Stopped, 0, 0.00, 0.05, 2
syft_2, 115, Stopped, 0, 0.00, 0.04, 2
syft_2, 116, Stopped, 0, 0.00, 0.04, 2
syft_2, 117, Realizable, 0, 0.00, 0.04, 2
syft_2, 118, Stopped, 0, 0.00, 0.04, 2
syft_2, 119, Stopped, 0, 0.00, 0.04, 2
syft_2, 120, Stopped, 0, 0.00, 0.04, 2
syft_2, 121, Stopped, 0, 0.00, 0.05, 2
syft_2, 122, Realizable, 0, 0.00, 0.04, 2
syft_2, 123, Stopped, 0, 0.00, 0.04, 2
syft_2, 124, Stopped, 0, 0.00, 0.05, 2
syft_2, 125, Stopped, 0, 0.00, 0.05, 2
syft_2, 126, Stopped, 0, 0.00, 0.04, 2
syft_2, 127, Stopped, 0, 0.00, 0.05, 2
syft_2, 128, Stopped, 0, 0.00, 0.05, 2
syft_2, 129, Realizable, 0, 0.00, 0.04, 2
syft_2, 130, Stopped, 0, 0.00, 0.04, 2
syft_2, 131, Realizable, 0, 0.00, 0.04, 2
syft_2, 132, Stopped, 0, 0.00, 0.04, 2
syft_2, 133, Realizable, 0, 0.00, 0.04, 2
syft_2, 134, Stopped, 0, 0.00, 0.04, 2
syft_2, 135, Realizable, 0, 0.00, 0.04, 2
syft_2, 136, Realizable, 0, 0.00, 0.04, 2
syft_2, 137, Realizable, 0, 0.00, 0.04, 2
syft_2, 138, Realizable, 0, 0.00, 0.04, 2
syft_2, 139, Stopped, 0, 0.00, 0.04, 2
syft_2, 140, Realizable, 0, 0.00, 0.04, 2
syft_2, 141, Realizable, 0, 0.00, 0.04, 2
syft_2, 142, Stopped, 0, 0.00, 0.05, 2
syft_2, 143, Realizable, 0, 0.00, 0.04, 2
syft_2, 144, Stopped, 0, 0.00, 0.04, 2
syft_2, 145, Stopped, 0, 0.00, 0.05, 2
syft_2, 146, Stopped, 0, 0.00, 0.04, 2
syft_2, 147, Stopped, 0, 0.00, 0.05, 6
syft_2, 148, Realizable, 0, 0.00, 0.04, 2
syft_2, 149, Realizable, 0, 0.00, 0.04, 2
syft_2, 150, Stopped, 0, 0.00, 0.05, 2
syft_2, 151, Stopped, 0, 0.00, 0.05, 2
