Folder, Filename, Result, ExitCode, minimizeTime, lydiaPreprocessTime, Time, Memory, lastSearchedDfaSz, subAfNum, checkAllRealTime, checkAllRealRes, dfaCombRes
GFand, gfand01, Unrealizable, 0, 0.000, 0.083, 0.090, 0.256, 0, byPreprocess, no_output, no_output, no_output
GFand, gfand02, Unrealizable, 0, 0.000, 0.061, 0.065, 0.256, 0, byPreprocess, no_output, no_output, no_output
GFand, gfand03, Unrealizable, 0, 0.000, 0.063, 0.067, 0.256, 0, byPreprocess, no_output, no_output, no_output
GFand, gfand04, Unrealizable, 0, 0.000, 0.059, 0.063, 0.256, 0, byPreprocess, no_output, no_output, no_output
GFand, gfand05, Unrealizable, 0, 0.000, 0.053, 0.057, 0.256, 0, byPreprocess, no_output, no_output, no_output
GFand, gfand06, Unrealizable, 0, 0.000, 0.084, 0.092, 0.256, 0, byPreprocess, no_output, no_output, no_output
GFand, gfand07, Unrealizable, 0, 0.000, 0.061, 0.066, 0.256, 0, byPreprocess, no_output, no_output, no_output
GFand, gfand08, Unrealizable, 0, 0.000, 0.063, 0.067, 0.256, 0, byPreprocess, no_output, no_output, no_output
GFand, gfand09, Unrealizable, 0, 0.000, 0.065, 0.069, 0.256, 0, byPreprocess, no_output, no_output, no_output
GFand, gfand10, Unrealizable, 0, 0.000, 0.052, 0.056, 0.256, 0, byPreprocess, no_output, no_output, no_output
GFand, gfand11, Unrealizable, 0, 0.000, 0.082, 0.089, 0.256, 0, byPreprocess, no_output, no_output, no_output
GFand, gfand12, Unrealizable, 0, 0.000, 0.060, 0.064, 0.256, 0, byPreprocess, no_output, no_output, no_output
GFand, gfand13, Unrealizable, 0, 0.000, 0.064, 0.068, 0.256, 0, byPreprocess, no_output, no_output, no_output
GFand, gfand14, Unrealizable, 0, 0.000, 0.065, 0.069, 0.256, 0, byPreprocess, no_output, no_output, no_output
GFand, gfand15, Unrealizable, 0, 0.000, 0.052, 0.056, 0.256, 0, byPreprocess, no_output, no_output, no_output
GFand, gfand16, Unrealizable, 0, 0.000, 0.107, 0.114, 0.256, 0, byPreprocess, no_output, no_output, no_output
